"issue_time","plate","make","body_style","color","agency","violation_code","violation","fine"
"1200","CA","FORD","PA","WT","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1635","CA","TOYT","PA","RD","51","88.13B+","METER EXP.","$63"
"805","CA","HOND","PA","BL","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1841","RI","TOYT","PA","GY","54","80.58L","PREFERENTIAL PARKING","$68"
"1052","CA","NISS","PA","WT","51","88.13B+","METER EXP.","$63"
"1624","CA","TOYT","PA","WT","51","88.13B+","METER EXP.","$63"
"1702","CA","FORD","CM","BL","53","88.13B+","METER EXP.","$63"
"1411","CA","CHEV","TK","WT","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1119","CA","HOND","PA","GN","51","88.13B+","METER EXP.","$63"
"1521","CA","NISS","PA","WT","54","80.58L","PREFERENTIAL PARKING","$68"
"1944","CA","FORD","PA","RD","53","88.13B+","METER EXP.","$63"
"1259","FL","CHEV","PA","BK","51","88.13B+","METER EXP.","$63"
"1402","CA","FORD","PA","BK","54","80.69C","PARKED OVER TIME LIM","$58"
"1250","CA","TOYT","PA","SL","55","80.69BS","NO PARK/STREET CLEAN","$73"
"1311","CA","HOND","PA","WT","54","80.56E4+","RED ZONE","$93"
"833","NC","MERZ","PA","GY","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1148","CA","TOYT","PA","RD","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1517","CA","TOYT","PA","BK","53","88.13B+","METER EXP.","$63"
"1210","CA","FORD","PA","GN","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1916","CA","TOYT","PA","BL","54","80.56E4+","RED ZONE","$93"
"1018","CA","CHEV","PA","GY","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1934","CA","HOND","PA","BK","53","88.13B+","METER EXP.","$63"
"1239","CA","FORD","PA","WT","56","5204A-","DISPLAY OF TABS","$25"
"807","CA","NISS","PA","WH","51","8069BS","NO PARK/STREET CLEAN","$73"
"1501","CA","MERZ","PA","GY","54","88.13B+","METER EXP.","$63"
"1205","CA","TOYT","PA","GY","51","80.69BS","NO PARK/STREET CLEAN","$73"
"743","CA","CHEV","PA","WT","55","8.06E+02","WHITE ZONE","$58"
"1954","CA","NISS","PA","WT","56","88.13B+","METER EXP.","$63"
"1410","CA","TOYT","PA","BL","53","80.58L","PREFERENTIAL PARKING","$68"
"830","CA","NISS","PA","BK","53","80.69BS","NO PARK/STREET CLEAN","$73"
"857","CA","FORD","PA","SL","51","80.69BS","NO PARK/STREET CLEAN","$73"
"821","CA","TOYT","PA","BK","54","5200","DISPLAY OF PLATES","$25"
"2157","CA","BMW","PA","WT","54","80.58L","PREFERENTIAL PARKING","$68"
"1316","CA","NISS","PA","BK","56","88.13B+","METER EXP.","$63"
"1225","CA","TOYT","PA","BK","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1048","FL","BMW","PA","SL","53","80.69BS","NO PARK/STREET CLEAN","$73"
"210","CA","NISS","PA","SL","55","5200","DISPLAY OF PLATES","$25"
"1106","CA","HOND","PA","SL","56","88.13B+","METER EXP.","$63"
"1643","CA","HOND","PA","BK","53","88.13B+","METER EXP.","$63"
"1510","CA","TOYT","PA","GY","56","8.06E+02","WHITE ZONE","$58"
"840","CA","HOND","PA","BK","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1932","WA","TOYT","PU","BK","54","80.58L","PREFERENTIAL PARKING","$68"
"643","CA","HOND","PA","SL","56","5204A-","DISPLAY OF TABS","$25"
"1902","CA","TOYT","PA","BK","53","88.13B+","METER EXP.","$63"
"1313","CA","TOYT","PA","SL","54","88.13B+","METER EXP.","$63"
"1106","CA","FORD","VN","WT","54","80.56E4+","RED ZONE","$93"
"1244","CA","CHEV","PA","WT","56","80.69BS","NO PARK/STREET CLEAN","$73"
"1608","CA","CHEV","PU","BK","56","88.13B+","METER EXP.","$63"
"812","CA","CHEV","VN","WT","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1805","CA","CHEV","PU","BK","54","5204A-","DISPLAY OF TABS","$25"
"1044","CA","HOND","PA","WT","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1119","CA","CHEV","PA","GY","56","88.13B+","METER EXP.","$63"
"2145","CA","CHEV","TK","BK","55","80.56E4+","RED ZONE","$93"
"934","CA","CHEV","PA","WT","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1406","CA","TOYT","PA","BK","56","80.69C","PARKED OVER TIME LIM","$58"
"1631","CA","FORD","PA","WT","54","88.13B+","METER EXP.","$63"
"1043","CA","NISS","PA","WH","51","8.06E+07","RED ZONE","$93"
"2","CA","HOND","PA","GY","54","80.58L","PREFERENTIAL PARKING","$68"
"1217","CA","CHEV","PU","BK","56","80.69BS","NO PARK/STREET CLEAN","$73"
"1315","CA","TOYT","PA","BK","51","88.13B+","METER EXP.","$63"
"1222","CA","CHEV","PA","WT","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1916","CA","HOND","PA","BK","56","5204A-","DISPLAY OF TABS","$25"
"2216","CA","BMW","PA","BK","53","80.58L","PREFERENTIAL PARKING","$68"
"1820","CA","MERZ","PA","SL","54","80.58L","PREFERENTIAL PARKING","$68"
"822","CA","TOYT","PA","WT","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1354","CA","FORD","PA","GY","56","88.13B+","METER EXP.","$63"
"811","CA","BMW","PA","RD","56","5200","DISPLAY OF PLATES","$25"
"1429","CA","HOND","PA","GY","56","88.13B+","METER EXP.","$63"
"946","CA","BMW","PA","BK","53","88.13B+","METER EXP.","$63"
"1252","CA","FORD","VN","WT","56","80.69BS","NO PARK/STREET CLEAN","$73"
"807","CA","HOND","PA","BK","56","80.69BS","NO PARK/STREET CLEAN","$73"
"1604","CA","TOYT","PA","BK","56","88.13B+","METER EXP.","$63"
"812","OH","TOYT","PU","GY","56","80.69BS","NO PARK/STREET CLEAN","$73"
"822","CA","CHEV","PA","GY","51","80.69BS","NO PARK/STREET CLEAN","$73"
"850","CA","FORD","PA","WT","54","88.13B+","METER EXP.","$63"
"1924","CA","HOND","PA","GN","56","88.13B+","METER EXP.","$63"
"1024","CA","HOND","PA","BK","51","80.69C","PARKED OVER TIME LIM","$58"
"1402","NV","CHEV","PA","WT","56","88.13B+","METER EXP.","$63"
"816","CA","TOYT","PA","GY","56","88.13B+","METER EXP.","$63"
"1134","CA","TOYT","PA","BK","51","80.58L","PREFERENTIAL PARKING","$68"
"1028","CA","BMW","PA","BK","56","5204A-","DISPLAY OF TABS","$25"
"1238","CA","MERZ","PA","SL","54","88.13B+","METER EXP.","$63"
"1128","CA","TOYT","PA","WT","56","5204A-","DISPLAY OF TABS","$25"
"2143","CA","MERZ","PA","GY","54","8.06E+02","WHITE ZONE","$58"
"1116","CA","FORD","PU","BK","53","5204A-","DISPLAY OF TABS","$25"
"817","CA","HOND","PA","SL","56","5204A-","DISPLAY OF TABS","$25"
"1413","CA","NISS","PA","RD","55","88.13B+","METER EXP.","$63"
"1311","CA","HOND","PA","GN","55","80.69BS","NO PARK/STREET CLEAN","$73"
"919","CA","TOYT","PA","SL","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1610","CA","FORD","VN","WT","55","80.69AP+","NO STOP/STANDING","$93"
"1026","CA","TOYT","PA","GY","53","80.69BS","NO PARK/STREET CLEAN","$73"
"840","CA","HOND","PA","BK","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1226","CA","FORD","PU","WT","53","5204A-","DISPLAY OF TABS","$25"
"1333","CA","FORD","PA","GY","55","8069BS","NO PARK/STREET CLEAN","$73"
"813","AL","MERZ","PA","WT","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1637","CA","NISS","PA","WT","54","88.13B+","METER EXP.","$63"
"807","NY","TOYO","PA","GR","56","8069BS","NO PARK/STREET CLEAN","$73"
"1437","CA","HOND","PA","BK","54","5204A-","DISPLAY OF TABS","$25"
"1023","CA","FORD","PA","BK","56","80.69BS","NO PARK/STREET CLEAN","$73"
"823","CA","FORD","PA","BK","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1505","CA","NISS","VN","WT","56","5200","DISPLAY OF PLATES","$25"
"1748","CA","MERC","PA","SL","56","5204A-","DISPLAY OF TABS","$25"
"1047","CA","FORD","PA","BK","51","8069BS","NO PARK/STREET CLEAN","$73"
"1248","CA","FORD","PA","GY","55","80.69BS","NO PARK/STREET CLEAN","$73"
"1816","CA","HOND","PA","SL","54","80.69AP+","NO STOP/STANDING","$93"
"808","CA","TOYT","PA","WT","56","88.13B+","METER EXP.","$63"
"840","CA","TOYT","PA","SL","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1214","CA","TOYT","PA","SL","53","80.69BS","NO PARK/STREET CLEAN","$73"
"855","SC","CHEV","PA","WT","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1128","CA","TOYT","PA","WT","51","88.13B+","METER EXP.","$63"
"1723","CA","TOYT","PU","WT","55","88.13B+","METER EXP.","$63"
"1542","CA","BMW","PA","GY","51","88.13B+","METER EXP.","$63"
"1742","CA","CHEV","PA","BK","53","88.13B+","METER EXP.","$63"
"1208","CA","TOYT","PA","GY","54","88.13B+","METER EXP.","$63"
"1507","CA","BMW","PA","GY","54","5204A-","DISPLAY OF TABS","$25"
"1125","CA","FORD","PA","GY","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1245","CA","BMW","PA","BK","54","88.13B+","METER EXP.","$63"
"912","CA","MERZ","PA","SL","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1928","AZ","NISS","PA","BL","51","88.13B+","METER EXP.","$63"
"1600","CA","TOYT","PA","BK","54","88.13B+","METER EXP.","$63"
"818","CA","HOND","PA","GN","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1019","CA","TOYT","PA","BK","56","80.69BS","NO PARK/STREET CLEAN","$73"
"1057","CA","HOND","PA","WT","55","80.69BS","NO PARK/STREET CLEAN","$73"
"1320","CA","BMW","PA","BK","56","88.13B+","METER EXP.","$63"
"2017","CA","MERZ","PA","WT","54","5204A-","DISPLAY OF TABS","$25"
"1742","CA","FORD","PA","SL","51","5204A-","DISPLAY OF TABS","$25"
"756","CA","MERZ","PA","SL","54","80.56E4+","RED ZONE","$93"
"1658","CA","NISS","PA","WT","51","88.13B+","METER EXP.","$63"
"1332","CA","BMW","PA","BK","53","88.13B+","METER EXP.","$63"
"1039","CA","BMW","PA","WT","56","80.69BS","NO PARK/STREET CLEAN","$73"
"2351","CA","NISS","PA","SI","1","8.06E+07","RED ZONE","$93"
"1354","CA","NISS","PA","GY","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1628","CA","BMW","PA","WT","53","5200","DISPLAY OF PLATES","$25"
"1214","CA","TOYT","PA","WT","56","88.13B+","METER EXP.","$63"
"426","CA","NISS","PA","SI","55","8069BS","NO PARK/STREET CLEAN","$73"
"1015","CA","CHEV","VN","WT","53","80.69BS","NO PARK/STREET CLEAN","$73"
"807","IL","FORD","PA","BK","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1115","CA","TOYT","PA","SL","53","80.69BS","NO PARK/STREET CLEAN","$73"
"820","CA","NISS","PA","BK","54","80.69BS","NO PARK/STREET CLEAN","$73"
"210","CA","HOND","VN","GY","55","80.56E4+","RED ZONE","$93"
"2238","CA","HOND","PA","SL","53","80.58L","PREFERENTIAL PARKING","$68"
"1043","CA","FORD","PA","WT","53","80.69BS","NO PARK/STREET CLEAN","$73"
"2237","CA","BMW","PA","BK","53","5200","DISPLAY OF PLATES","$25"
"1702","CA","TOYT","PA","BL","51","5204A-","DISPLAY OF TABS","$25"
"1531","CA","MERZ","PA","BK","51","80.69C","PARKED OVER TIME LIM","$58"
"1433","CA","HOND","PA","BK","56","88.13B+","METER EXP.","$63"
"1923","CA","HOND","PA","BK","53","80.56E4+","RED ZONE","$93"
"925","CA","HOND","PA","BK","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1410","CA","CHEV","TK","WT","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1038","CA","FORD","PA","BK","54","80.69BS","NO PARK/STREET CLEAN","$73"
"2215","CA","BMW","PA","SL","54","80.58L","PREFERENTIAL PARKING","$68"
"1116","CA","HOND","PA","GY","54","80.69BS","NO PARK/STREET CLEAN","$73"
"232","CA","CHEV","PA","SL","56","80.56E4+","RED ZONE","$93"
"1612","CA","FORD","PA","WT","51","80.69AP+","NO STOP/STANDING","$93"
"1019","CA","NISS","PA","GY","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1112","CA","TOYT","PA","WT","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1019","CA","FORD","PA","BK","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1720","CA","NISS","PA","BK","51","88.13B+","METER EXP.","$63"
"824","CA","HOND","PA","SL","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1229","CA","TOYT","PA","GY","53","80.69C","PARKED OVER TIME LIM","$58"
"2207","CA","FORD","PA","WT","54","80.58L","PREFERENTIAL PARKING","$68"
"2314","CA","TOYT","PA","SL","56","8.06E+02","WHITE ZONE","$58"
"1226","CA","BMW","PA","BK","57","5204A-","DISPLAY OF TABS","$25"
"1318","AZ","TOYT","PA","SL","51","88.13B+","METER EXP.","$63"
"732","CA","BMW","PA","GY","55","80.69AP+","NO STOP/STANDING","$93"
"1651","CA","BMW","PA","GY","55","80.69AP+","NO STOP/STANDING","$93"
"1030","CA","NISS","PA","BK","56","88.13B+","METER EXP.","$63"
"314","CA","HOND","PA","BK","51","5204A-","DISPLAY OF TABS","$25"
"1211","WA","FORD","PA","GY","54","80.69BS","NO PARK/STREET CLEAN","$73"
"913","CA","MERZ","PA","SL","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1227","FL","FORD","PA","BK","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1830","CA","FORD","PA","SL","51","88.13B+","METER EXP.","$63"
"1226","CA","CHEV","PA","GN","55","80.69BS","NO PARK/STREET CLEAN","$73"
"1321","CA","FORD","PA","BK","53","80.69C","PARKED OVER TIME LIM","$58"
"822","CA","TOYT","PA","GY","57","5204A-","DISPLAY OF TABS","$25"
"1143","CA","NISS","PA","GN","56","88.13B+","METER EXP.","$63"
"816","CA","NISS","PA","SL","56","80.69BS","NO PARK/STREET CLEAN","$73"
"1705","CA","TOYT","PA","BK","56","5204A-","DISPLAY OF TABS","$25"
"1213","CA","NISS","PA","BK","54","80.69C","PARKED OVER TIME LIM","$58"
"1017","CA","HOND","PA","BK","53","88.13B+","METER EXP.","$63"
"1806","CA","HOND","PA","SL","51","8.06E+02","WHITE ZONE","$58"
"1017","CA","HOND","PA","BK","56","80.69BS","NO PARK/STREET CLEAN","$73"
"1629","CA","TOYT","PA","WT","56","88.13B+","METER EXP.","$63"
"1235","CA","FORD","VN","WT","56","80.69BS","NO PARK/STREET CLEAN","$73"
"928","CA","FORD","PA","SL","56","80.69BS","NO PARK/STREET CLEAN","$73"
"2138","CA","NISS","PA","BL","54","88.13B+","METER EXP.","$63"
"737","CA","CHEV","PA","GN","56","80.69AP+","NO STOP/STANDING","$93"
"823","CA","NISS","PA","GY","53","80.69BS","NO PARK/STREET CLEAN","$73"
"815","CA","HOND","PA","WT","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1212","CA","TOYT","PA","GY","56","80.69BS","NO PARK/STREET CLEAN","$73"
"1257","CA","TOYT","PA","WT","53","88.13B+","METER EXP.","$63"
"1017","CA","CHEV","PA","RD","56","80.69BS","NO PARK/STREET CLEAN","$73"
"1808","CA","CHEV","PA","SL","51","80.58L","PREFERENTIAL PARKING","$68"
"1832","CA","FORD","PA","GY","54","80.58L","PREFERENTIAL PARKING","$68"
"848","CA","TOYT","PA","SL","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1054","CA","TOYT","PA","BL","56","88.13B+","METER EXP.","$63"
"1137","FL","TOYT","PA","BK","51","88.13B+","METER EXP.","$63"
"1014","CA","BMW","PA","BL","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1929","CA","HOND","PA","BL","53","88.13B+","METER EXP.","$63"
"1014","CA","BMW","PA","BK","54","88.13B+","METER EXP.","$63"
"6","CA","TOYT","PA","SL","54","80.56E4+","RED ZONE","$93"
"1522","CA","FORD","PA","RD","51","80.69C","PARKED OVER TIME LIM","$58"
"1147","CA","HOND","PA","BK","54","88.13B+","METER EXP.","$63"
"1005","CA","HOND","PA","BK","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1904","CA","HOND","PA","BK","54","88.13B+","METER EXP.","$63"
"819","CA","TOYT","PA","GY","56","80.69BS","NO PARK/STREET CLEAN","$73"
"1942","CA","HOND","PA","WT","56","5204A-","DISPLAY OF TABS","$25"
"1730","CA","HOND","PA","BK","51","80.58L","PREFERENTIAL PARKING","$68"
"2229","CA","FORD","PA","BK","56","8.06E+02","WHITE ZONE","$58"
"1533","CA","MERZ","PA","GY","51","88.13B+","METER EXP.","$63"
"1138","CA","FORD","PU","WT","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1243","CA","TOYT","PA","WT","53","80.69BS","NO PARK/STREET CLEAN","$73"
"959","CA","FORD","PA","SL","56","5204A-","DISPLAY OF TABS","$25"
"1238","CA","TOYT","PA","BK","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1036","CA","HOND","PA","WT","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1409","CA","NISS","PA","SL","56","80.56E4+","RED ZONE","$93"
"1851","CA","TOYT","PA","GY","53","88.13B+","METER EXP.","$63"
"1925","CA","HOND","PA","GN","53","80.56E4+","RED ZONE","$93"
"1223","CA","TOYT","PA","RD","56","80.69C","PARKED OVER TIME LIM","$58"
"1616","CA","FORD","PA","BK","55","80.69AP+","NO STOP/STANDING","$93"
"837","CA","NISS","PA","WT","56","88.13B+","METER EXP.","$63"
"2156","CA","MERZ","PA","SL","51","88.13B+","METER EXP.","$63"
"959","CA","BMW","PA","SL","56","88.13B+","METER EXP.","$63"
"1608","CA","TOYT","PA","BK","54","80.58L","PREFERENTIAL PARKING","$68"
"1018","CA","TOYT","PA","SL","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1214","CA","CHEV","PA","RD","54","80.58L","PREFERENTIAL PARKING","$68"
"216","CA","TOYT","TK","BK","55","80.56E4+","RED ZONE","$93"
"817","CA","NISS","PA","SL","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1127","CA","CHEV","PA","GN","56","80.69BS","NO PARK/STREET CLEAN","$73"
"1115","CA","CHEV","PU","WT","56","5204A-","DISPLAY OF TABS","$25"
"1632","CA","TOYT","PA","GN","51","5204A-","DISPLAY OF TABS","$25"
"1247","CA","TOYT","PA","RD","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1853","CA","TOYT","PA","GY","54","5200","DISPLAY OF PLATES","$25"
"816","CA","BMW","PA","BL","54","88.13B+","METER EXP.","$63"
"1018","CA","TOYT","PA","WT","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1225","CA","TOYT","PA","BL","56","80.69BS","NO PARK/STREET CLEAN","$73"
"1156","CA","CHEV","PA","SL","51","88.13B+","METER EXP.","$63"
"927","CA","TOYT","PA","GY","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1812","CA","HOND","PA","BK","51","5200","DISPLAY OF PLATES","$25"
"7","CA","CHEV","PA","GY","54","80.56E4+","RED ZONE","$93"
"1850","CA","BMW","PA","BK","56","88.13B+","METER EXP.","$63"
"819","CA","HOND","PA","GY","57","80.69AP+","NO STOP/STANDING","$93"
"2244","CA","FORD","VN","WT","54","80.58L","PREFERENTIAL PARKING","$68"
"1701","CA","TOYT","PA","WT","54","80.56E4+","RED ZONE","$93"
"853","CA","TOYT","PA","SL","56","80.69BS","NO PARK/STREET CLEAN","$73"
"1847","CA","TOYT","PA","SL","54","80.58L","PREFERENTIAL PARKING","$68"
"1248","MO","NISS","PA","GY","56","80.69BS","NO PARK/STREET CLEAN","$73"
"1222","CA","TOYT","PA","BL","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1059","CA","BMW","PA","BK","54","5204A-","DISPLAY OF TABS","$25"
"1219","CA","TOYT","PA","GY","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1801","ON","HOND","PA","GY","54","80.56E4+","RED ZONE","$93"
"1113","CA","TOYT","PA","SL","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1843","CA","CHEV","TK","BK","54","5204A-","DISPLAY OF TABS","$25"
"1513","CA","MERZ","PA","GY","55","88.13B+","METER EXP.","$63"
"2105","CA","NISS","PA","BK","54","80.58L","PREFERENTIAL PARKING","$68"
"1608","CA","CHEV","PA","GY","54","88.13B+","METER EXP.","$63"
"1014","CA","HOND","PA","SL","54","80.69BS","NO PARK/STREET CLEAN","$73"
"954","CA","TOYT","PU","WT","56","88.13B+","METER EXP.","$63"
"1121","CA","NISS","PA","WT","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1215","CA","TOYT","PA","BK","56","80.56E4+","RED ZONE","$93"
"1312","CA","FORD","PA","GY","53","80.58L","PREFERENTIAL PARKING","$68"
"1339","CA","FORD","PA","BL","55","5204A-","DISPLAY OF TABS","$25"
"1611","CA","HOND","PA","GY","56","80.69AP+","NO STOP/STANDING","$93"
"1025","CA","FORD","PA","BL","56","8.06E+02","WHITE ZONE","$58"
"1635","CA","TOYT","PA","WT","51","80.69C","PARKED OVER TIME LIM","$58"
"1428","CA","BMW","PA","GY","54","80.69BS","NO PARK/STREET CLEAN","$73"
"2336","CA","HOND","PA","BL","57","80.56E4+","RED ZONE","$93"
"1938","CA","FORD","PA","GN","55","88.13B+","METER EXP.","$63"
"1923","CA","NISS","PA","BK","56","88.13B+","METER EXP.","$63"
"1811","CA","NISS","PA","BK","53","80.58L","PREFERENTIAL PARKING","$68"
"1239","CA","FORD","PA","WT","55","80.69BS","NO PARK/STREET CLEAN","$73"
"807","CA","FORD","PA","SL","54","88.13B+","METER EXP.","$63"
"1021","CA","NISS","PU","GY","56","88.13B+","METER EXP.","$63"
"1631","CA","CHEV","PA","WT","51","5204A-","DISPLAY OF TABS","$25"
"1150","CA","MERZ","PA","SL","51","88.13B+","METER EXP.","$63"
"755","CA","TOYT","PA","GY","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1145","CA","HOND","PA","SL","56","88.13B+","METER EXP.","$63"
"1308","CA","BMW","PA","BK","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1234","CA","FORD","PA","BK","56","80.69BS","NO PARK/STREET CLEAN","$73"
"1318","CA","HOND","PA","GN","56","88.13B+","METER EXP.","$63"
"1840","CA","TOYT","PA","SL","54","80.58L","PREFERENTIAL PARKING","$68"
"906","CA","FORD","PA","BK","53","80.69BS","NO PARK/STREET CLEAN","$73"
"1233","CA","HOND","PA","SL","54","80.58L","PREFERENTIAL PARKING","$68"
"2011","CA","MERZ","PA","SL","53","80.56E4+","RED ZONE","$93"
"1821","CA","BMW","PA","BK","51","80.58L","PREFERENTIAL PARKING","$68"
"1019","CA","TOYT","PA","GY","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1700","CA","NISS","PA","GN","55","80.69AP+","NO STOP/STANDING","$93"
"843","CA","FORD","PA","BL","53","80.69BS","NO PARK/STREET CLEAN","$73"
"819","CA","FORD","PA","WT","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1624","CA","MERZ","PA","WT","51","88.13B+","METER EXP.","$63"
"1208","CA","HOND","VN","GY","56","5204A-","DISPLAY OF TABS","$25"
"1653","CA","BMW","PA","BL","51","5200","DISPLAY OF PLATES","$25"
"1920","CA","BMW","PA","SL","56","8.06E+02","WHITE ZONE","$58"
"830","CA","TOYT","PA","BK","54","80.69BS","NO PARK/STREET CLEAN","$73"
"827","CA","CHEV","VN","WT","55","80.69BS","NO PARK/STREET CLEAN","$73"
"635","CA","NISS","PA","BL","56","8.06E+02","WHITE ZONE","$58"
"2226","CA","TOYT","PA","SL","54","80.58L","PREFERENTIAL PARKING","$68"
"1023","CA","FORD","PA","GN","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1020","CA","FORD","PA","SI","51","8069BS","NO PARK/STREET CLEAN","$73"
"1240","CA","MERZ","PA","BL","51","88.13B+","METER EXP.","$63"
"1532","CA","FORD","PA","GY","54","88.13B+","METER EXP.","$63"
"1036","CA","MERZ","PA","WT","51","80.69C","PARKED OVER TIME LIM","$58"
"808","CA","NISS","PA","SL","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1238","CA","TOYT","PA","GY","51","80.69BS","NO PARK/STREET CLEAN","$73"
"858","CA","FORD","PU","WT","56","88.13B+","METER EXP.","$63"
"1117","CA","TOYT","PA","WT","54","80.58L","PREFERENTIAL PARKING","$68"
"857","CA","BMW","PA","GY","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1525","CA","HOND","PA","GY","51","80.69C","PARKED OVER TIME LIM","$58"
"827","CA","TOYT","PA","BK","51","80.56E4+","RED ZONE","$93"
"1327","CA","FORD","PA","RD","54","80.69C","PARKED OVER TIME LIM","$58"
"1734","CA","TOYT","PA","BK","54","88.13B+","METER EXP.","$63"
"1137","CA","BMW","PA","BK","55","80.69BS","NO PARK/STREET CLEAN","$73"
"1733","CA","MERZ","PA","BK","54","88.13B+","METER EXP.","$63"
"2315","CA","MERZ","PA","SL","54","80.56E4+","RED ZONE","$93"
"1012","CA","BMW","PA","BK","54","5200","DISPLAY OF PLATES","$25"
"1824","CA","FORD","PA","GY","53","80.58L","PREFERENTIAL PARKING","$68"
"2309","CA","HOND","PA","GY","51","80.58L","PREFERENTIAL PARKING","$68"
"242","CA","HOND","PA","GY","53","80.56E4+","RED ZONE","$93"
"1841","CA","HOND","PA","BL","54","80.58L","PREFERENTIAL PARKING","$68"
"1205","CA","NISS","PA","BK","53","80.69BS","NO PARK/STREET CLEAN","$73"
"2024","CA","TOYT","PA","WT","51","88.13B+","METER EXP.","$63"
"709","CA","CHEV","PA","BL","55","80.56E4+","RED ZONE","$93"
"928","CA","FORD","PA","GY","55","80.69BS","NO PARK/STREET CLEAN","$73"
"833","CA","BMW","PA","BK","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1920","CA","HOND","PA","GY","51","88.13B+","METER EXP.","$63"
"1734","CA","BMW","PA","GY","56","5200","DISPLAY OF PLATES","$25"
"932","CA","HOND","PA","SL","56","80.69BS","NO PARK/STREET CLEAN","$73"
"1628","CA","HOND","PA","BK","54","80.58L","PREFERENTIAL PARKING","$68"
"1200","WA","CHEV","PA","BK","56","88.13B+","METER EXP.","$63"
"1829","CA","NISS","PA","BK","54","80.58L","PREFERENTIAL PARKING","$68"
"443","CA","TOYT","PA","BK","55","80.69BS","NO PARK/STREET CLEAN","$73"
"807","CA","HOND","PA","GY","54","80.69BS","NO PARK/STREET CLEAN","$73"
"739","CA","MERZ","PA","WT","51","80.69BS","NO PARK/STREET CLEAN","$73"
"1205","CA","TOYT","PA","GY","54","80.69BS","NO PARK/STREET CLEAN","$73"
"1414","CA","CHEV","CM","WT","54","80.69C","PARKED OVER TIME LIM","$58"
"1712","CA","TOYT","PA","BL","56","88.13B+","METER EXP.","$63"
"1749","CA","CHEV","PA","WT","56","88.13B+","METER EXP.","$63"
"1625","CA","TOYT","PA","WT","53","80.69AP+","NO STOP/STANDING","$93"
"1150","CA","NISS","PA","GY","55","80.69BS","NO PARK/STREET CLEAN","$73"
"953","CA","CHEV","PA","WT","56","80.69AP+","NO STOP/STANDING","$93"
"1235","CA","MERZ","PA","BK","51","80.69BS","NO PARK/STREET CLEAN","$73"
"844","CA","BMW","PA","BK","56","80.69BS","NO PARK/STREET CLEAN","$73"
"813","CA","TOYT","PA","BL","53","80.69BS","NO PARK/STREET CLEAN","$73"
